Word,Count
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.4,2
java.util.concurrent.ThreadPoolExecutor},2
(4xx,2
select,2
asynchronously,2
Platforms,2
bar.com,2
threadsafe,2
\expires,\,2
caching</b>,2
5xx),2
#getRoutePool},2
save,2
layer/s,2
\cached."\\,2
#DEFAULT},2
\Request-URI."\\,2
Silly,2
CachingHttpClients},2
\"\xn--i8s592g.co.jp"\\,2
Auth,2
Accept-Encoding,2
captures,2
entirety,2
deleteEntry,2
threads;,2
#URLENCODER},2
java.net.IDN,2
Request-,2
\"\storage\,2
digest-response,2
\#leaseConnection(java.util.concurrent.Future,\,2
quite,2
short,2
primitive,2
progress,2
it},2
mic,2
wrappering,2
causing,2
14.47),2
terminated,2
produce,2
Safe,2
AuthScheme}s,2
.local,2
simplicity,2
semantically,2
serializing,2
http://www.w3.org/Protocols/rfc2616/rfc2616-sec3.html#sec3.1,2
\fails,\,2
destroyed,2
-list,2
memcached},2
decompressed,2
\client."\\,2
resp,2
GZIP,2
o,2
caroot.crt,2
cond,2
ms),2
syntax,2
interoperability,2
\1,\,2
Current,2
Initializes,2
\Date},\,2
\cert"\\,2
talk,2
Direct,2
<li>http.proxyPort</li>,2
\Generally,\,2
filename,2
\acceptable,\,2
REQUIRED,2
gives,2
...but,2
conversational,2
&&,2
Challenge,2
\,\,2
subtype,2
AsynchronousValidationRequest},2
specs,2
CONNECT},2
\only,\,2
host/request,2
getAsynchronousWorkersMax()},2
\"\a.b.foo.com"\\,2
contacted,2
appended,2
5,2
Accept-Encoding},2
\"\Multiple\,2
Hopefully,2
variables,2
twice,2
\resource,\,2
\registry,\,2
easy,2
sections,2
Input,2
zlib},2
ensures,2
typical,2
\hosts,\,2
(two,2
cache-related,2
WWW-Authenticate,2
format},2
key-store},2
non-retriable,2
maxed,2
org.apache.http.auth.AuthScheme#getSchemeName()},2
\"\In\,2
simplifying,2
executionCount,2
\message."\\,2
\"\*.co.jp"\\,2
mycert.p7,2
\lengths,\,2
InetAddress}es,2
org.apache.http.conn.routing.HttpRoutePlanner},2
Builds,2
Timeouts,2
acts,2
baseURI,2
\cache-directive,\,2
helpers,2
#getComment(),2
File},2
moved,2
<li>UnknownHostException</li>,2
#close()},2
\applied."\\,2
\wait,\,2
Empty,2
During,2
forms,2
Determine,2
happens),2
\revalidation."\\,2
drop-in,2
applying,2
originates,2
allocation,2
request-URI,2
\validator,\,2
preemptive,2
Extract,2
positive,2
run,2
FQDN,2
requestMethod,2
40,2
(OK),2
First,2
ContentType},2
\spec,\,2
#toString,2
Records,2
#PUNCT}uation,2
Adjust,2
/**,2
scheduling,2
SimpleDateFormat},2
entry;,2
Parameters,2
httpClient.execute(httpGet);,2
org.apache.http.impl.cookie.RFC6265StrictSpec,2
autoClose,2
Most,2
follows:,2
Compares,2
\"\CommentURL"\}\,2
#getHttpCacheEntry()},2
interfaces,2
JRE,2
produced,2
cache-request-directive;,2
combining,2
revision,2
DIGEST,2
connectTimeout,2
rarely,2
Detaches,2
aparams,2
formed,2
evicted,2
org.apache.http.client.AuthenticationHandler},2
everything,2
getURI,2
AbstractConnPool,2
startDate},2
executions,2
Integer.MAX_VALUE},2
NullPointerException,2
performance,2
schedulingStrategy,2
(comma,2
functions:,2
examples,2
classes:,2
NetBIOS,2
#reset()},2
requirements,2
highest,2
milli,2
replacing,2
browsers,2
1.0},2
import,2
key/public,2
RFC-2616,2
@TODO:,2
<li>http.proxyHost</li>,2
overrider,2
case-insensitive;,2
13.3);,2
Mozilla,2
Moved,2
decompression,2
cheapest,2
JRC,2
reserved,2
decrease,2
\identifier,\,2
maxIdleTimeUnit,2
Resource#dispose()},2
\"\10.4.2\,2
cache-conditional,2
non-,2
wv,1
commmon,1
responses;,1
java.io.InputStream}s,1
\'proxy-revalidate',\,1
simples,1
\management,\,1
Purpose,1
Expected,1
\"\Some\,1
C6265,1
\client),\,1
\idle,\,1
\issued,\,1
compressed),1
\URIUtils#rewriteURI(URI,\,1
backup,1
<p><b>Background,1
sending;,1
Validation,1
suggested,1
isSecure,1
<p>Java,1
#getAuthScheme},1
\old,\,1
Cached,1
\cases,\,1
closely,1
INTERNET-DRAFT:,1
analayze,1
A's,1
limiting,1
PLAIN}),1
targetInfo,1
Gack,1
mimic,1
FutureRequestExecutionService,1
Our,1
Rethrow,1
HttpCacheUpdateException,1
org.apache.http.impl.cookie.RFC2965SpecProvider},1
\finally,\,1
\Last-Modified),\,1
keyHashingScheme,1
\java.util.Collection},\,1
containg,1
\I/O,\,1
14.16),1
Notifies,1
relieves,1
\checks,\,1
\LineParser,\,1
\transparency"\\,1
experienced,1
\code,\,1
\href="\http://hc.apache.org/httpcomponents-client-ga/tutorial/html/fundamentals.html#d4e205"\>HTTP\,1
transit;,1
X509HostnameVerifier,1
\left,\,1
#createCredentialsProvider()},1
org.apache.http.conn.ClientConnectionRequest},1
\obtained,\,1
\LIFO,\,1
AuthOption},1
\which,\,1
tester's,1
ResponseProcessCookies}</li>,1
non-idempotent,1
basic},1
(Both?),1
#(values)],1
SC_PROXY_AUTHENTICATION_REQUIRED,1
\"\10.3.4\,1
nextStep,1
proxyConfiguration,1
basics,1
connectSocket,1
<li>ContentCharset:,1
accommodate,1
woken,1
this},1
ResourceFactory},1
lower-cased,1
significant,1
3DIGIT,1
willing,1
#getScheme(String),1
articles</li>,1
combines,1
\"\stale-while-revalidate"\\,1
logon,1
NTLM/Negotiate,1
{{@link,1
RDN),1
\attribute,\,1
14.8.1,1
=&gt;,1
behaves?),1
org.apache.http.ConnectionReuseStrategy#keepAlive(,1
establishConnection,1
(TTL),1
\HttpResponse,\,1
back-off,1
R2,1
\http,\,1
aid,1
toString(),1
https),1
\URI."\\,1
'Keep-Alive',1
#USERINFO},1
selected),1
muck,1
(java,1
#freeEntry,1
Communications,1
impose,1
Override,1
b,1
2045),1
reverse,1
\Trivial,\,1
\remote,\,1
NTLMEngine},1
sane,1
\"\deflate"\\,1
java.nio.charset.Charset)},1
qdtext,1
\Type1Message(domain,\,1
\"\WWW-Authenticate"\\,1
\meesages,\,1
<p><b>Note:</b>,1
encoding;,1
\13.3.3),\,1
4120,1
uniform,1
validates,1
Workstation,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html,1
variant-annotated,1
plugged,1
survive,1
#assertValid(OperatedClientConnection),1
[*.co.uk],1
CacheConfig#setSharedCache(boolean)},1
queue},1
Code,1
EofSensorWatcher,1
Private,1
CacheConfig#getAsynchronousWorkersCore(),1
\preferences,\,1
16-byte,1
wv.toString());,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.14,1
references,1
discovered,1
CachingHttpClient}.</p>,1
answer,1
someone,1
\code),\,1
EntityUtils#consume(HttpEntity)},1
CoreConnectionPNames.CONNECTION_TIMEOUT},1
Encodes,1
H(,1
registration,1
\"\Otherwise\,1
FLAG_REQUEST_SEAL,1
laid,1
connectiion,1
describes,1
checkEOF(),1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html#sec10.4.17,1
#createTargetAuthenticationStrategy()},1
tunnelled},1
BAD,1
Give,1
'svn,1
org.apache.http.params.HttpConnectionParams#getConnectionTimeout(HttpParams)},1
0x0f),1
Valid,1
Based,1
SingleClientConnManager#SingleClientConnManager(SchemeRegistry)},1
maximums,1
Apache-HttpClient/release,1
directive;,1
org.apache.http.client.entity.DeflateInputStream}</li>,1
\keys"\,\,1
\PUT),\,1
chained,1
FLAG_REQUEST_LAN_MANAGER_KEY),1
Different,1
proxies),1
loosely,1
java.lang.Integer#MAX_VALUE},1
versus,1
auto-retries,1
stale),1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.38,1
Wakes,1
'reserved',1
org.apache.http.conn.util.PublicSuffixListParser},1
partially,1
\formats,\,1
\ByteArrayBody#ByteArrayBody(byte[],\,1
whereas,1
max),1
resourceFactory,1
Set-Cookie2,1
org.apache.http.Header}s,1
create},1
#setContentCompressionEnabled(boolean)},1
Tutorial</a>,1
\"\Many\,1
Normalize,1
links,1
ignoring,1
\subdomains,\,1
java.net.URLEncoder,1
Define,1
Redirection,1
\(2^31)."\\,1
execAware,1
ConnectionManager,1
proxy},1
experiences,1
behaved,1
Beside,1
demand.</p>,1
\option,\,1
\once,\,1
client;,1
imposes,1
submitted,1
passes,1
&gt;,1
SubjectAlts?),1
url-encoded,1
FLAG_WORKSTATION_PRESENT,1
#getVersion,1
httpClient.execute(request);,1
ProxyClient},1
(MIC),1
gzipped,1
SocketTimeoutException,1
\NameValuePairs,\,1
highly,1
salvage,1
policies,1
TLSv1,1
rt2,1
DateUtils,1
_,1
yes/no,1
\("\DNS"\),\,1
URLEncodedUtils#parse,1
#freeConnections},1
createdEntry},1
little-endian,1
completes,1
carried,1
symbolic,1
?,1
modifies,1
contractions,1
defaults.</p>,1
\"\Unrecognized\,1
Formatting,1
\PoolEntryRequest},\,1
seven,1
<i>n</i>,1
<li>SocketBufferSize:,1
sorted,1
Trust,1
Expire,1
\unset,\,1
\Socket,\,1
'tunelling',1
\"\Set-Cookie"\\,1
\href="\http://web.archive.org/web/20020803110822/http://wp.netscape.com/newsref/std/cookie_spec.html"\>\,1
WindowsNegotiateScheme,1
0x02),1
Or,1
(Response,1
1#(,1
\href="\http://ehcache.org/documentation/index.html"\>\,1
ulongs,1
CacheInvalidator},1
conformant,1
org.apache.http.impl.client.cache.memcached.MemcachedCacheEntry#set(byte[]),1
Pick,1
submitting,1
modified},1
NTLMv2Response,1
isResponseFresh,1
URI}s,1
\If-Modified-Since,\,1
SchemeSocketFactory)},1
\"\stale-\,1
\fresh,\,1
ContextAwareAuthScheme},1
starve,1
#createConnectionKeepAliveStrategy()},1
LANs,1
RequestConfig},1
1.4's,1
maxTotalConnections,1
AUTHENTICATE_MESSAGE,1
events,1
Header#getElements()},1
RFC2617Scheme},1
\negative),\,1
writeTo,1
relied,1
Control,1
sender,1
(supposed,1
\route"\\,1
3.2.2,1
\If-Modified-Since)."\\,1
CacheKeyGenerator},1
H(entity-body),1
param,1
periods,1
'might',1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.2.6,1
introduce,1
versioning,1
#assertValid(OperatedClientConnection)},1
sub-pool,1
eof,1
#wrappedStream,1
windows,1
can:,1
\details,\,1
503},1
excluded,1
FLAG_REQUEST_NTLMv1),1
java.io.InputStream},1
endidng,1
(Origin,1
wrappedStream},1
.Y.com,1
TSCCM:,1
#get,1
transmitting,1
record,1
Warning:,1
Max-age,1
entity-enclosing,1
list;,1
rejection,1
DefaultHttpResponseParser#DefaultHttpResponseParser(,1
[those,1
Noop,1
KEY,1
couple,1
consulting,1
\warn-date,\,1
Unfortunately,1
re-open,1
org.apache.http.params.CoreConnectionPNames#TCP_NODELAY}:,1
GSS-API,1
\Previously,\,1
cacheKey,1
InputStreamEntity(new,1
\13.1.1),\,1
modifications,1
(this,1
registry.register(https);,1
queues,1
variability,1
close(),1
#URIC},1
schemeName},1
#wakeup,1
org.apache.http.conn.scheme.Scheme},1
Otherwise,1
org.apache.http.HttpEntity},1
separator</p>,1
REQUEST_SEAL,1
issuing,1
username:password,1
2104,1
unsafe,1
lifetime},1
\received,\,1
bother,1
\<"\>>\,1
HttpRequest}s,1
dependencies,1
\socket,\,1
Cancellable},1
http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4708535),1
\Integer,\,1
requests;,1
org.apache.http.HttpRequest),1
subjectAlt=bar.com,1
opaque,1
(5,1
tapes),1
Places,1
\"\a.foo.com"\\,1
java.lang.Object#hashCode(),1
oldest,1
\entityText.getBytes("\utf-8"\))),\,1
criteria,1
...),1
says:,1
I'm,1
mailing,1
14.18.1,1
ordering,1
recoverable),1
\10.1)."\\,1
Ugh,1
sequentially,1
ConnPool,1
unconditionally,1
BasicHttpProcessor},1
0x05,1
RequestAcceptEncoding},1
\whole,\,1
'caller',1
natural,1
TCP,1
deadline,1
\"\,"\\,1
Math.pow({@link,1
involving,1
request/response,1
roureq,1
t,1
\org.apache.http.util.Args#notNull(Object,\,1
Kill,1
collected,1
\store"\\,1
legacy,1
128-bit,1
<li>Application,1
org.apache.http.pool.ConnPoolControl},1
ealier,1
duplicate,1
scenarios,1
ConnectionRequest},1
daemon,1
join,1
header's,1
\Address:127.0.0.1,\,1
semantic,1
\encoding."\\,1
higher!).</p>,1
putting,1
\"\s-\,1
features,1
bounded,1
\"\111\,1
#cleanResources()},1
<li>gzip,1
kingdom,1
org.apache.http.client.config.CookieSpecs},1
#unmarkReusable,1
\fragment,\,1
revamped,1
\javax.net.ssl.HostnameVerifier},\,1
org.apache.http.impl.client.cache.memcached.MemcachedCacheEntry#getHttpCacheEntry(),1
\cache),\,1
ConnPerRoute)},1
Upgrades,1
log.info(,1
string-compare,1
HttpResponseInterceptor},1
//FLAG_DOMAIN_PRESENT,1
Matching,1
alphanumeric,1
unreserved},1
searched,1
\expectation,\,1
play,1
enumeration,1
Last,1
critical,1
InetAddressUtils,1
others',1
(strict,1
NetscapeDraftHeaderParser},1
bulletin,1
adds),1
structure,1
\"\ignore\,1
\changes,\,1
Bind,1
content.</p>,1
type.</p>,1
cover,1
CloseableHttpResponse#close(),1
\strings,\,1
separators>,1
#shutdown,1
\'must-revalidate',\,1
unbuffered,1
\5,\,1
disposable,1
B's,1
{if,1
\InputStreamBody#InputStreamBody(InputStream,\,1
origin),1
\forwarded."\\,1
MIME-standard,1
\"\Proxy\,1
\STRICT.verify("\\u82b1\u5b50.co.jp"\,\,1
(identity),1
mappings,1
RequestProtocolError},1
\"\warn-agent"\\,1
included),1
\flag,\,1
wired,1
non-shared/private,1
\attempt,\,1
\href="\http://en.wikipedia.org/wiki/SHA-2"\>SHA-256</a>\,1
java.io.IOException},1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html#sec10.3.4,1
[42]),1
initiated,1
\#parse(URI,\,1
waitingThread,1
warn-date],1
recovery,1
subordinate,1
Cookie#getVersion,1
<li>Providing,1
Minimal,1
pad,1
\'0'."\\,1
\#execute(HttpHost,HttpRequest,HttpContext)}\,1
\href="\http://download.oracle.com/javase/1,5.0/docs/guide/security/jsse/JSSERefGuide.html"\>\,1
\transparent,\,1
SHA256KeyHashingScheme},1
java.text.SimpleDateFormat},1
constrained,1
\Request-URI,\,1
\If,\,1
\markSupported(),\,1
#getSubType(),1
[SP,1
accessed,1
Curl,1
WeakReference,1
(Bad,1
Permanently},1
KerberosSchemeFactory},1
unblock,1
\formally,\,1
Builder#setWeakETagOnPutDeleteAllowed(boolean),1
downgrade,1
NTLMHash,1
AbstractHttpClient,1
(with,1
{@linkplain,1
actively,1
Feed,1
Finds,1
message),1
\initialization,\,1
BasicClientConnectionManager},1
case:,1
queued,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.11,1
#createAuthSchemeRegistry()},1
opening},1
decoders:,1
(type,1
hashCode,1
\2817,\,1
occurence,1
whatsoever,1
ThreadSafeClientConnManager#ThreadSafeClientConnManager(SchemeRegistry)},1
<p><b>Weak,1
secret,1
unregistered,1
rfc1951,1
Internet,1
\happens,\,1
ends,1
scrub,1
RequestAddCookies}</li>,1
Writes,1
challenge),1
sch,1
java.io.Serializable},1
backend:,1
createTunnelToTarget},1
clientChallenge,1
#routeComplete(,1
\connected,\,1
scopes,1
BrowserCompat,1
DefaultHostnameVerifier},1
exported,1
\"\Cookie"\\,1
\org.apache.http.client.ResponseHandler)},\,1
adjusts,1
\true},\,1
Lower,1
\storing,\,1
x00,1
1574,1
\precision,\,1
\cacheable,\,1
RoutedRequest,1
entity},1
simplest,1
slot,1
max-age},1
alt,1
phrase,1
\status."\\,1
Service,1
Eliminate,1
syncup,1
server-based,1
<p><b>Heuristic,1
HttpConn,1
SAM-compatible,1
\terms,\,1
\500,\,1
Methods,1
<p><b>Cache,1
NTLM2SessionResponse,1
subjectAlt=*.&#x82b1;&#x5b50;.co.jp,1
127)>,1
\"\field-name:\,1
HttpStrictMultipart,1
RequestConfig)},1
\unlikely),\,1
Increase,1
synchronized.</p>,1
\clients,\,1
(HTTP),1
\exactly,\,1
restart,1
\caches."\\,1
rid,1
ClientExecChain},1
\#parse(String,\,1
org.apache.http.impl.client.cache.CachingHttpClient},1
&lt;=,1
hence,1
\"\*"\}\,1
\notify,\,1
#getContent,1
server;,1
host.getPort()==80,1
org.apache.http.client.config.AuthSchemes},1
javax.net.ssl.SSLSocket#setEnabledCipherSuites(String[])},1
(If,1
(shall,1
early,1
re-usability,1
\r1},\,1
#getCreationTime,1
ips,1
\connexions,\,1
\RouteSpecificPool#RouteSpecificPool(HttpRoute,\,1
NTLMScheme},1
Wire,1
captured,1
Chooses,1
highest-priority,1
Identity,1
allocate,1
request3,1
(end,1
easiest,1
\age,\,1
Checking,1
#getInitialExpiryInMillis()},1
\addition,\,1
LayeredConnectionSocketFactory},1
\coefficient*(date-lastModified),\,1
replay,1
#remove,1
host's,1
*(qdtext,1
SchemeRegistry();,1
prohibits,1
(AvId),1
manager(s),1
\validator),\,1
routestrings.add(route2f.toString());,1
\"\2xx\,1
HTTP#DEFAULT_PROTOCOL_CHARSET}is,1
name/IP,1
validUnit,1
NAME=VALUE;,1
\"\*"\\,1
isMarkedReusable},1
\If-None-Match)."\\,1
cypher,1
RedirectHandler},1
algorithmically,1
recreating,1
\ContextAwareAuthScheme#authenticate(Credentials,\,1
response:,1
request-uri,1
RequestAuthCache}</li>,1
inability,1
<li>in-memory,1
\("\0"\),\,1
GCed,1
prints,1
pad/length,1
so-as,1
\Examples"\\,1
\times,\,1
\priority,\,1
Variables,1
#execute},1
GetMethod,1
grouped,1
\alphanumeric,\,1
14.31),1
<li>their,1
realm},1
\compressed,\,1
8),1
maxint,1
validated;,1
hexadecimal,1
Using,1
\RFC2616,\,1
safest,1
64,1
\information."\\,1
FLAG_REQUEST_UNICODE_ENCODING),1
\expired')."\\,1
Hexa,1
timeouts,1
\CommentURL,\,1
Negotiate},1
ClientRequestDirector,1
controlled,1
th,1
Repetitions,1
\CachingHttpClient},\,1
consumption,1
part],1
\#parse(org.apache.http.util.CharArrayBuffer,\,1
content-coding,1
multi-argument,1
\RouteSpcfcPool,\,1
\servers."\\,1
\occurrs,\,1
for:,1
alts,1
AbstractConnPool#poolLock,1
anybody,1
maxSize,1
\MD5,\,1
\SSLContext.getInstance("\Default"\)}\,1
org.apache.http.impl.conn.PoolingHttpClientConnectionManager#setValidateAfterInactivity(int)},1
\#evictIdleConnections(long,\,1
http://www.cs.umd.edu/~harry/jotp/src/md.java,1
\"\.local"\\,1
Routes,1
ProtocolVersion},1
\"\DOMAIN&#x5c;user"\\,1
computing,1
became,1
response.close();,1
(TARGET,1
connOperator,1
path=PATH;,1
org.apache.http.ssl.PrivateKeyDetails},1
host).getResponse();,1
\href="\http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.2.4"\>\,1
RequestClientConnControl}</li>,1
\#MemcachedHttpCacheStorage(MemcachedClientIF,\,1
#getDomain,1
Fix,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.7,1
difference,1
ResponseHandler,1
shrinking,1
Version},1
FLAG_REQUEST_56BIT_ENCRYPTION),1
suggestion,1
BasicAuthCache},1
transmitter,1
elsewhere,1
computation,1
Counts,1
(MAY),1
stable,1
\"\xn--"\\,1
(http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html),1
Origin,1
bookKeeping,1
perchance,1
(206),1
Blocks,1
whitespace,1
RequestProxyAuthentication}</li>,1
set:,1
CloseableHttpResponse#close()},1
#getRoute,1
Strict,1
`,1
in-place,1
WarnValue},1
#layerProtocol,1
matters,1
StatusLine},1
#PATHSAFE},1
\ASCII,\,1
56BIT,1
\"\hard"\\,1
Getting,1
\"\Max-age"\}\,1
caching.</p>,1
Principal},1
informational,1
<li>deflate,1
disposes,1
\Modified"\\,1
\"\="\\,1
pretend,1
limitation,1
here..,1
httpclient.close();,1
off;,1
cns,1
\#connectSocket(int,\,1
refresh,1
establishes,1
clientData,1
NOW),1
javadoc},1
consuming,1
detailed,1
CN=*.co.jp,1
\tracked,\,1
Communication,1
#encode(byte[]),1
GzipDecompressingEntity},1
\Here,\,1
lossy,1
PROXY1/s,1
\follows,\,1
\href="\http://hc.apache.org/httpcomponents-client-ga/tutorial/html"\>HttpClient\,1
Response#discardContent(),1
Japanese,1
HttpCacheEntry#getDate()},1
Management,1
oriented,1
PUT),1
await,1
plug,1
\Response#discardContent()},\,1
\NTLM,\,1
digest},1
published,1
warn-codes,1
#openCompleted,1
Start,1
\2818,\,1
CN=foo.com,1
*we*,1
atomically,1
Cookie}s</p>,1
HttpCacheUpdateCallback},1
sub-class,1
header(s),1
\unused,\,1
Memcached,1
\.B',\,1
SPNego,1
\response-header."\\,1
configuration;,1
<li>it,1
'Meta',1
fine,1
\TimeUnit)},\,1
Response#handleResponse(org.apache.http.client.ResponseHandler),1
debugging,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.2.4,1
HTTP1.1,1
LWS,1
\Release,\,1
compared,1
signals,1
divergence,1
themselves,1
Rfc's,1
#addCookies(Cookie[]),1
\yes,\,1
3986,1
memcachedCacheEntryFactory,1
\fragment..."\\,1
\content),\,1
len,1
\motion,\,1
Content-MD5,1
ProxyClient,1
receiver,1
#use(CookieStore)},1
connection},1
HttpCache},1
\"\("\\,1
httpclient.addResponseInterceptor(new,1
Local,1
\events,\,1
\memory,\,1
\interrupted,\,1
full-body,1
\failure."\\,1
#setText(String)},1
<p>That,1
X509Certificate},1
AuthSchemeBase},1
manually,1
9.4,1
\SessionInputBuffer,\,1
ExponentialBackOffSchedulingStrategy,1
MultiThreadedHttpConnectionManager},1
associate,1
\returned."\\,1
poolLock},1
JNI,1
delegates,1
LaxRedirectStrategy,1
\"\8000,8001,8002"\\,1
\"\[The\,1
\text,\,1
localhost,1
\etags,\,1
Delete,1
subjectAlt=foo.com,1
logically,1
exceeded,1
\count,\,1
Subsequent,1
\progress,\,1
(Java,1
getHopCount()},1
#execute,1
Non-positive,1
\href="\http://dustin.github.com/java-memcached-client/apidocs/net/spy/memcached/KetamaConnectionFactory.html"\>\,1
RFC2109,1
Right,1
statusCode,1
HttpVersion.HTTP_1_1</li>,1
\test,\,1
well-behaved,1
obtains,1
[HTTPCLIENT-1889]:,1
NTLMUserSessionKey,1
pretty,1
\protocol,\,1
0x22890235,1
ProxyAuthenticationStrategy},1
Closeable#close()},1
preceding,1
\min-fresh,\,1
'org.apache.http.client.config',1
#getSchemeSocketFactory()},1
unmodifiable,1
Clones,1
arrays,1
\NTLMv1,\,1
ClientParamsStack},1
writeTo},1
\MSV_AV_EOL,\,1
site,1
Handler,1
request-,1
4.1-beta1,1
\accessible,\,1
#createSocket,1
cloned,1
Prepares,1
Mode,1
members,1
occurs.Its,1
NTLMResponse,1
128,1
org.apache.http.io.SessionInputBuffer},1
Byte,1
My,1
pointless,1
challengeCode,1
#setParameters(java.util.List)},1
Discards,1
inadvertent,1
\"\7bit"\,\,1
Firefox,1
nameis,1
understands,1
\policies,\,1
performing,1
available(),1
octet-by-octet,1
#toRoute,1
round-trips,1
\href="\http://docs.oracle.com/javase/1.5.0/docs/guide/security/jsse/JSSERefGuide.html"\>\,1
measure,1
[localhost][null],1
massaged,1
RFC2965:,1
\"\Kerberos\,1
non-SOCKS,1
org.apache.http.impl.client.cache.memcached.MemcachedCacheEntry#toByteArray(),1
DecompressingEntity,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec3.html#sec3.5,1
referring,1
8-byte,1
authOptions,1
\[*.org.uk],\,1
LocalTestServer},1
CTL,1
Boundary,1
coupled,1
unopened,1
DefaultProxyRoutePlanner},1
Converts,1
\"\\"\\,1
XP,1
add},1
Mark,1
PRIVATE),1
#createCookieSpecRegistry()},1
Scheduled,1
4.4.3,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec9.html#sec9.7,1
org.apache.http.impl.client.cache.CachingHttpClient#CACHE_RESPONSE_STATUS},1
interprets,1
singular,1
counter,1
org.apache.http.conn.OperatedClientConnection,1
adaptive,1
java.util.concurrent.Future},1
Lenient,1
Ex,1
e},1
CGI,1
implying,1
5.2,1
\form,\,1
treats,1
form-based,1
\notified,\,1
\serialization,\,1
namespacing,1
l,1
share,1
Same,1
false:,1
(over,1
300,1
<b>ignored</b>,1
\replaced."\\,1
first:,1
arises,1
manual,1
\"\/etc/apache2/server.crt"\\,1
majority,1
mean,1
holder,1
unsupported,1
example:,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.18,1
CookieAttributeHandler}s,1
#createDefault()},1
request-host,1
\URI#URI(String,\,1
r2,1
bindings,1
mostly,1
affected,1
(first,1
Text,1
Lazy,1
[MS-CSSP],1
org.apache.http.client.HttpResponseException},1
targetInformation,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.9.2,1
retention,1
understanding,1
field-name(s),1
N,1
consecutiveFailedAttempts,1
\empty,\,1
PoolingConnectionManager,1
subranges,1
\'max-age',\,1
tried,1
inaccessible,1
helpful,1
Cookie#getPath,1
qop=auth,1
min,1
(separated,1
Explorer,1
(http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=4708535),1
Analyzes,1
entity),1
Fragment,1
<li>A,1
\"\SSSSS\,1
annotated,1
entity-headers,1
(we,1
suggest,1
DecompressingEntity},1
java.util.ArrayList},1
FLAG_REQUEST_SIGN),1
Calculating,1
impact,1
\board,\,1
3.4.5.2,1
\-1,\,1
\current_age."\\,1
\"\must-revalidate"\\,1
IPv6),1
CacheConfig#getMaxObjectSizeBytes,1
FLAG_REQUEST_NTLM2_SESSION),1
appearing,1
PoolEntry,1
(They,1
CRLF,1
\anyway,\,1
\"\global"\,\,1
\redirect,\,1
OutputStream},1
5),1
(length,1
BackoffManager},1
term.</p>,1
HttpMultipartMode},1
6762,1
CN=repository.infonotary.com,1
down},1
buf,1
slurping,1
dateformat,1
to;,1
Release,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec13.html#sec13.12,1
\interceptor,\,1
(surrounding,1
org.apache.http.params.CoreProtocolPNames#HTTP_CONTENT_CHARSET}:,1
executor;,1
stale...,1
Stuff,1
org.apache.http.conn.util.PublicSuffixMatcher},1
qop=auth-int,1
#setSerializable(java.io.Serializable)},1
uriExtractor,1
best-effort,1
transformation,1
#getHopCount,1
JVM,1
only-if-cached,1
canonicalizing,1
Behavior,1
ProxySelector},1
insist,1
\hop,\,1
(except,1
Increases,1
CHALLENGE,1
naive,1
SEC_E_TARGET_UNKNOWN,1
java.util.concurrent.RejectedExecutionException,1
(Netscape,1
give,1
additive,1
\necessary,\,1
etag,1
E.g,1
`false`,1
initialized,1
\"\Path"\}\,1
AuthSchemeRegistry},1
contract,1
\Okay,\,1
appropriate),1
Thrown,1
strategy},1
immutability,1
transparency,1
Derives,1
similarly,1
\"\]"\\,1
Root,1
\href="\http://code.google.com/p/spymemcached/"\>spymemcached\,1
Array,1
heuristicDefaultLifetime,1
layerProtocol},1
UrlEncodedFormEntity,1
\"\...Names\,1
http://www.w3.org/Protocols/rfc2616/rfc2616-sec3.html#sec3.6,1
Proxy-Connection},1
java.util.LinkedHashMap},1
\POST},\,1
Available,1
#setFile(java.io.File)},1
extensions,1
Overridden,1
'unsafe',1
org.apache.http.conn.ClientConnectionManager#closeIdleConnections,1
Helps,1
Maximum,1
developers,1
<li>Annotation,1
DEL,1
TEXT}),1
\"\8000,8001,8002"\)\,1
int},1
differently,1
no-ops,1
s-maxage.),1
Request-Line,1
Very,1
composed,1
h,1
clientContext,1
demonstrating,1
\Jboss,\,1
Syntax-Based,1
enforce,1
CacheConfig#getMaxCacheEntries,1
major/minor,1
0x80090350),1
